titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
thewuhanvirus.com,Coronavirus statistics by the countries. Le Covid-19 en statistiques et cartographie dans le monde et par pays,INFOS/DATA,,INITIATIVE/APP,STAT/CARTO,NR,,https://thewuhanvirus.com/,,,,,,,NA,NA,NA,INTERNATIONAL,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
the2019ncov.com,Map  data and timeline of coronavirus (2019-nCoV).  Le Covid-19 en statistiques et cartographie dans le monde et par pays,INFOS/DATA,,INITIATIVE/APP,STAT/CARTO,NR,,https://the2019ncov.com/,,,,,,,NA,NA,NA,INTERNATIONAL,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
wuflu.live,Real-time updates and stats for the Coronavirus. Le Covid-19 en statistiques et cartographie dans le monde et par pays,INFOS/DATA,,INITIATIVE/APP,STAT/CARTO,NR,,https://wuflu.live/,,,,,,,NA,NA,NA,INTERNATIONAL,https://covid19info.live/img/logo.svg,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
outbreak.my,Malaysia outbreakmMonitor and live updates.  Le Covid-19 en statistiques et cartographie en Malaisie.,INFOS/DATA,,INITIATIVE/APP,STAT/CARTO,NR,,https://www.outbreak.my/,,,,,,,NA,NA,NA,INTERNATIONAL,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
epidemictracker.com,Epidemic Tracking and Data Science. Le Covid-19 en statistiques et cartographie dans le monde et par pays.,INFOS/DATA,,INITIATIVE/APP,STAT/CARTO,NR,,https://www.epidemictracker.com/2019-Novel-Coronavirus-2019-nCoV,,,,,,,NA,NA,NA,INTERNATIONAL,https://www.epidemictracker.com/794a35f7736ae590d94e1d02aed223bc.svg,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
COVID19Japan.com,Japan COVID-19 Coronavirus Tracker. Le Covid-19 en statistiques et cartographie au Japon. ,INFOS/DATA,,INITIATIVE/APP,STAT/CARTO,NR,,https://covid19japan.com/,,,,,,,NA,NA,NA,JAPAN,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
go.gov.sg/covid-19-dashboard,Official Update of COVID -19 Situation in Singapore. Le Covid-19 en statistiques  à Singapour.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://go.gov.sg/covid-19-dashboard,,,,,,,NA,NA,NA,SINGAPORE,https://moh-sla-ncov.maps.arcgis.com/sharing/rest/content/items/ea33dd3286774ba69100c3e6e93918ad/data,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
shiny.john-coene.com/coronavirus,Coronavirus Tracker. Le Covid-19 en statistiques en Chine,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://shiny.john-coene.com/coronavirus,,,,,,,NA,NA,NA,CHINE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
corona.rade.ir,Le Covid-19 en statistiques et cartographie en Iran.,INFOS/DATA,,INITIATIVE/APP,STAT/CARTO,NR,,https://corona.rade.ir/,,,,,,,NA,NA,NA,IRAN,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
coronavirus.zone,Outbreak map of novel coronavirus 2019-nCoV. Le Covid-19 en statistiques et cartographie dans le monde et par pays.,INFOS/DATA,,INITIATIVE/APP,STAT/CARTO,NR,,https://coronavirus.zone/,,,,,,,NA,NA,NA,INTERNATIONAL,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,o/fr,JPy,NR,,OUI,
balad.ir, Le Covid-19 en cartographie en Iran.مراکز درمانی ویژه کرونا بر روی نقشه.,INFOS/DATA,,INITIATIVE/APP,STAT/CARTO,NR, ,https://balad.ir/search/corona-test-hospitals,,,,,,,NA,NA,NA,IRAN,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,o,JPy,NR,,OUI,
talksub.com/covid19,For US. Interactive map  per state data table  chart  news articles. Le Covid-19 en statistiques et cartographie aux Etats-Unis.,INFOS/DATA,,INITIATIVE/APP,STAT/CARTO,NR,,https://talksub.com/covid19,,,,,,,NA,NA,NA,USA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
opendatadpc.maps.arcgis.com,COVID-19 ITALIA. Le Covid-19 en statistiques et cartographie par régions en Italie. ,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,http://opendatadpc.maps.arcgis.com/apps/opsdashboard/index.html#/b0c68bce2cce478eaac82fe38d4138b1,,,,,,,NA,NA,NA,ITALIIE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,it,JPy,NR,,OUI,
alessiodl.github.io/COVID19Dashboard,CoViD-19 Dashboard Italia. Le Covid-19 en statistiques et cartographie par villes en Italie. ,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://alessiodl.github.io/COVID19Dashboard/dist/index.html,,,,,,,NA,NA,NA,ITALIIE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,it,JPy,NR,,OUI,
coronaviruslive.it,Situazione Coronavirus in Italia - LIVE. Le Covid-19 en statistiques par régions en Italie. ,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://coronaviruslive.it/,,,,,,,NA,NA,NA,ITALIIE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,it,JPy,NR,,OUI,
stayinghome.club,A list of all the companies WFH or events changed because of covid-19. Liste des entreprises et évèdenements dont l'activité a été modifiés par le covid-19. ,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://stayinghome.club/,,,,,,,NA,NA,NA,NR,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
korona.ws,Koronawirus w Polsce. Le Covid-19 en statistiques et cartographie par régions en Pologne.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://korona.ws/,,,,,,,NA,NA,NA,POLOGNE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,o/fr,JPy,NR,,OUI,
coronainusa.com,Corona Virus Near Me.Le Covid-19 en statistiques et cartographie par régions aux Etats-Unis. ,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://www.coronainusa.com/,,,,,,,NA,NA,NA,USA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
covid19esp.herokuapp.com,Coronavirus en Español - Panel de estadísticas en Español con los últimos datos recibidos. Le Covid-19 en statistiques et cartographie dans le monde et par pays  en espagnol. ,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://covid19esp.herokuapp.com/,,,,,,,NA,NA,NA,INTERNATIONAL,https://covid19esp.herokuapp.com/favicon/favicon-16x16.png,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,es,JPy,NR,,OUI,
covid-api.com,COVID-19 Statistics API based on public data by Johns Hopkins CSSE.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://covid-api.com/,,,,,,,NA,NA,NA,NR,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
CovidStats,Coronavirus charts and reports. Le Covid-19 en statistiques dans le monde et par pays,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://www.covidstats.com/,,,,,,,NA,NA,NA,INTERNATIONAL,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
covidabruzzo.it,Coronavirus in Abruzzo - I dati aggiornati. Le Covid-19 en statistiques dans la région italienne Abruzzo.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://covidabruzzo.it/,,,,,,,NA,NA,NA,ITALIE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_stat_2.png?raw=true,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,it/fr,JPy,NR,,OUI,
